地域標準コード	市区町村名	介護老人福祉施設（施設数）	介護老人福祉施設（定員）	介護老人福祉施設（常勤換算従事者数）	介護老人保健施設（施設数）	介護老人保健施設（定員）	介護老人保健施設（常勤換算従事者数）	介護療養型医療施設（施設数）	介護療養型医療施設（病床数）	介護療養型医療施設（常勤換算従事者数）
35210	光市　	3	196	136	2	170	114	2	22	31
35211	長門市	5	340	212	3	180	108	-	-	-
35212	柳井市	4	210	142	2	170	99	-	-	-
35213	美祢市	4	274	171	1	70	33	1	6	2
35215	周南市	6	509	327	7	532	328	2	52	77
35216	山陽小野田市	4	306	204	2	120	78	1	12	27
35305	周防大島町　	4	233	143	2	130	70	-	-	-
35321	和木町	1	53	29	-	-	-	-	-	-
35341	上関町	1	30	21	-	-	-	-	-	-
35343	田布施町	1	73	30	1	80	48	-	-	-
35344	平生町	-	-	-	1	80	53	1	444	230
35502	阿武町	1	30	16	-	-	-	-	-	-
36000	徳島県	63	3367	2313	44	3513	1966	44	1217	1285
36201	徳島市	12	535	408	12	930	538	17	489	495
36202	鳴門市	5	300	179	3	256	135	3	86	96
36203	小松島市	2	111	66	3	187	102	4	107	97
36204	阿南市	8	420	338	3	269	156	2	112	76
36205	吉野川市	4	260	153	4	350	186	3	158	106
36206	阿波市	3	150	107	1	90	47	1	10	27
36207	美馬市	3	110	86	4	342	176	2	37	63
36208	三好市	5	291	233	3	199	99	1	12	15
36301	勝浦町	1	50	42	-	-	-	-	-	-
36302	上勝町	1	40	29	-	-	-	-	-	-
36321	佐那河内村　	1	50	33	-	-	-	-	-	-
36341	石井町	1	50	30	2	129	86	1	8	24
36342	神山町	1	50	38	-	-	-	-	-	-
36368	那賀町	2	80	54	1	80	55	-	-	-
36383	牟岐町	1	70	42	1	72	37	-	-	-
36387	美波町	2	115	69	-	-	-	-	-	-
36388	海陽町	1	50	23	1	120	79	-	-	-
36401	松茂町	1	90	53	1	92	44	2	58	88
36402	北島町	1	80	46	1	87	48	1	48	36
36403	藍住町	1	60	26	1	50	25	3	37	50
36404	板野町	1	50	35	1	60	24	1	24	19
36405	上板町	1	60	31	1	100	62	-	-	-
36468	つるぎ町	2	165	98	-	-	-	2	24	52
36489	東みよし町　	3	130	95	1	100	70	1	7	41
37000	香川県	76	4455	2968	49	3524	1991	30	731	602
37201	高松市	24	1387	1009	19	1275	731	9	189	164
37202	丸亀市	6	357	241	5	349	182	2	18	17
37203	坂出市	5	250	196	3	240	138	-	-	-
37204	善通寺市	3	150	95	2	158	98	1	7	12
37205	観音寺市	5	270	161	4	380	208	4	142	105
37206	さぬき市	4	240	150	3	240	132	1	12	9
37207	東かがわ市　	3	220	132	2	130	80	-	-	-
37208	三豊市	9	465	280	4	287	157	4	82	71
37322	土庄町	3	180	124	-	-	-	-	-	-
37324	小豆島町	2	100	67	1	70	39	2	42	28
37341	三木町	2	170	120	-	-	-	-	-	-
37364	直島町	1	50	31	-	-	-	1	6	10
37386	宇多津町	1	100	43	1	80	49	-	-	-
37387	綾川町	2	196	135	2	60	47	1	12	22
37403	琴平町	1	30	18	1	80	36	3	120	90
37404	多度津町	2	130	78	1	96	52	-	-	-
37406	まんのう町　	3	160	88	1	79	43	2	101	74
38000	愛媛県	95	5660	3686	59	4689	2859	44	1241	1174
38201	松山市	21	1388	870	12	1112	661	13	480	408
38202	今治市	12	621	399	12	823	505	7	236	230
38203	宇和島市	7	470	344	4	335	198	4	86	76
38204	八幡浜市	2	160	91	2	200	123	1	32	20
38205	新居浜市	6	480	324	3	260	163	4	36	90
38206	西条市	7	370	264	7	429	291	2	85	72
38207	大洲市	4	195	123	3	244	163	2	53	54
38210	伊予市	4	180	105	1	100	65	2	60	41
38213	四国中央市　	5	370	219	5	347	211	3	105	94
38214	西予市	6	360	254	2	190	106	-	-	-
38215	東温市	2	130	93	1	100	55	2	14	21
38356	上島町	1	69	44	-	-	-	-	-	-
38386	久万高原町　	2	102	54	-	-	-	2	30	41
38401	松前町	2	100	86	1	100	53	-	-	-
38402	砥部町	2	85	50	1	80	47	1	16	16
38422	内子町	2	80	41	3	189	116	-	-	-
38442	伊方町	2	90	55	-	-	-	-	-	-
38484	松野町	1	50	32	-	-	-	-	-	-
38488	鬼北町	2	100	69	1	80	38	-	-	-
38506	愛南町	5	260	168	1	100	65	1	8	10
39000	高知県	51	3546	2502	32	2182	1446	39	1664	1503
39201	高知市	13	1006	759	7	446	348	17	1045	906
39202	室戸市	1	100	55	1	70	36	1	36	23
39203	安芸市	2	130	99	-	-	-	-	-	-
39204	南国市	2	150	93	3	254	159	1	4	5
39205	土佐市	1	100	96	1	70	48	1	60	48
39206	須崎市	1	110	80	1	72	50	2	75	64
39208	宿毛市	2	130	94	1	54	37	1	20	31
39209	土佐清水市　	-	-	-	1	70	39	-	-	-
39210	四万十市	1	50	36	4	250	160	2	54	44
39211	香南市	3	200	129	2	139	82	1	44	35
39212	香美市	2	90	58	2	146	84	3	71	70
39301	東洋町	-	-	-	-	-	-	-	-	-
39302	奈半利町	1	100	65	1	81	64	-	-	-
39303	田野町	-	-	-	-	-	-	-	-	-
39304	安田町	-	-	-	-	-	-	-	-	-
39305	北川村	-	-	-	-	-	-	-	-	-
39306	馬路村	-	-	-	-	-	-	-	-	-
39307	芸西村	1	80	56	1	69	48	-	-	-
39341	本山町	1	50	25	-	-	-	-	-	-
39344	大豊町	1	30	31	-	-	-	-	-	-
39363	土佐町	1	80	49	1	60	43	1	55	38
39364	大川村	-	-	-	-	-	-	-	-	-
39386	いの町	2	140	99	1	94	46	2	72	63
39387	仁淀川町	2	100	44	-	-	-	2	37	34
39401	中土佐町	2	118	84	-	-	-	-	-	-
39402	佐川町	1	112	57	1	17	10	1	15	13
39403	越知町	1	80	40	1	70	40	2	50	72
39405	檮原町	1	80	73	-	-	-	-	-	-
39410	日高村	1	50	42	-	-	-	-	-	-
39411	津野町	2	140	99	-	-	-	-	-	-
39412	四万十町	2	120	79	2	120	80	2	26	57
39424	大月町	1	50	43	-	-	-	-	-	-
39427	三原村	1	50	41	-	-	-	-	-	-
39428	黒潮町	2	100	76	1	100	73	-	-	-
40000	福岡県	261	16991	10990	166	13746	8449	84	4137	3091
40100	北九州市	43	3245	2038	34	2730	1663	14	602	510
40101	門司区	4	285	162	5	369	194	3	128	96
40103	若松区	7	464	320	4	311	207	1	18	54
40105	戸畑区	4	285	180	2	195	142	-	-	-
40106	小倉北区	7	548	363	6	460	262	2	120	94
40107	小倉南区	8	584	345	7	535	335	5	201	164
40108	八幡東区	3	204	122	2	200	122	1	112	78
40109	八幡西区	10	875	547	8	660	403	2	23	22
40130	福岡市	53	4148	2788	25	2427	1394	11	763	533
40131	東区　	12	1163	723	4	519	297	1	54	68
40132	博多区	8	669	474	4	430	209	4	229	147
40133	中央区	2	145	110	2	200	141	1	36	18
40134	南区　	9	652	435	3	253	151	1	32	23
40135	西区　	12	856	617	4	345	180	3	371	248
40136	城南区	4	280	171	3	261	141	-	-	-
40137	早良区	6	383	257	5	419	276	1	41	29
40202	大牟田市	7	376	250	7	542	364	8	267	234
40203	久留米市	9	560	371	7	640	358	5	223	159
40204	直方市	3	180	89	5	325	176	1	3	10
40205	飯塚市	14	690	483	5	400	322	1	50	38
40206	田川市	2	90	55	3	280	157	2	13	13
40207	柳川市	7	402	292	3	260	174	1	30	41
40210	八女市	8	420	267	4	348	209	-	-	-
40211	筑後市	3	215	143	2	182	112	-	-	-
40212	大川市	1	80	53	2	180	120	1	6	3
40213	行橋市	3	200	127	1	100	59	1	40	28
40214	豊前市	2	130	70	2	200	99	1	5	10
40215	中間市	3	170	139	2	130	85	-	-	-
40216	小郡市	4	180	103	2	200	129	3	166	107
40217	筑紫野市	3	200	129	3	220	142	2	24	48
40218	春日市	-	-	-	1	80	46	-	-	-
40219	大野城市	1	183	98	2	200	107	3	300	173
40220	宗像市	4	200	152	2	150	96	1	60	36
40221	太宰府市	4	230	164	1	80	60	1	260	176
40223	古賀市	2	90	61	-	-	-	1	180	132
40224	福津市	2	104	89	2	200	141	4	253	191
40225	うきは市	2	100	63	1	100	55	1	47	41
40226	宮若市	4	180	95	3	199	129	2	98	80
40227	嘉麻市	5	350	205	2	200	122	2	42	40
40228	朝倉市	5	300	174	4	290	214	-	-	-
40229	みやま市	6	300	173	3	276	161	-	-	-
40230	糸島市	4	280	190	6	315	188	3	109	89
40305	那珂川町	1	50	35	1	80	70	-	-	-
40341	宇美町	1	50	34	-	-	-	1	58	41
40342	篠栗町	1	50	33	2	155	91	3	131	87
40343	志免町	1	100	68	1	30	22	-	-	-
40344	須恵町	1	50	28	2	200	119	1	108	70
40345	新宮町	2	90	73	-	-	-	-	-	-
40348	久山町	1	50	32	-	-	-	-	-	-
40349	粕屋町	2	80	57	1	100	55	-	-	-
40381	芦屋町	1	50	39	1	100	75	1	30	21
40382	水巻町	2	130	74	1	70	43	2	66	41
40383	岡垣町	2	180	124	1	119	66	-	-	-
40384	遠賀町	1	50	32	-	-	-	1	45	27
40401	小竹町	1	50	26	2	100	141	-	-	-
40402	鞍手町	1	100	77	1	60	32	-	-	-
40421	桂川町	2	80	52	1	90	50	2	39	26
40447	筑前町	1	50	29	2	180	112	1	60	33
40448	東峰村	2	100	61	-	-	-	-	-	-
40503	大刀洗町	2	100	69	-	-	-	-	-	-
40522	大木町	2	100	90	1	90	41	-	-	-
40544	広川町	3	230	119	1	70	78	-	-	-
40601	香春町	1	100	50	-	-	-	1	8	6
40602	添田町	2	110	61	1	100	42	-	-	-
40604	糸田町	3	200	110	2	80	57	1	21	30
40605	川崎町	3	120	68	1	80	40	1	30	20
40608	大任町	2	150	78	1	40	30	-	-	-
40609	赤村　	1	50	33	-	-	-	-	-	-
40610	福智町	3	290	152	2	180	98	-	-	-
40621	苅田町	1	50	36	2	150	96	-	-	-
40625	みやこ町	3	168	107	3	296	139	-	-	-
40642	吉富町	2	100	63	-	-	-	-	-	-
40646	上毛町	3	130	91	-	-	-	-	-	-
40647	築上町	3	180	132	2	122	73	-	-	-
41000	佐賀県	51	3066	2180	33	2497	1704	23	933	733
41201	佐賀市	12	731	520	9	720	479	5	166	167
41202	唐津市	9	558	403	5	370	247	3	99	70
41203	鳥栖市	3	260	233	-	-	-	1	10	5
41204	多久市	1	77	43	2	133	99	1	52	33
41205	伊万里市	3	170	115	2	160	106	7	126	140
41206	武雄市	3	128	87	2	160	110	2	104	75
41207	鹿島市	1	107	70	1	80	94	-	-	-
41208	小城市	3	150	111	2	94	64	-	-	-
41209	嬉野市	3	150	109	1	80	39	-	-	-
41210	神埼市	2	100	62	1	80	35	-	-	-
41327	吉野ヶ里町　	-	-	-	-	-	-	-	-	-
41341	基山町	-	-	-	1	80	57	1	120	65
41345	上峰町	1	85	57	-	-	-	-	-	-
41346	みやき町	2	100	78	1	80	52	-	-	-
41387	玄海町	1	90	69	-	-	-	-	-	-
41401	有田町	3	175	110	1	80	65	1	38	36
41423	大町町	1	50	25	1	70	37	-	-	-
41424	江北町	1	50	39	1	70	42	-	-	-
41425	白石町	2	85	51	2	160	106	2	218	145
41441	太良町	-	-	-	1	80	71	-	-	-
42000	長崎県	106	5811	4022	57	4452	2927	51	810	931
42201	長崎市	29	1491	1081	16	1233	797	12	199	227
42202	佐世保市	18	1090	713	10	778	528	11	197	196
42203	島原市	3	225	161	2	129	92	2	27	47
42204	諫早市	8	473	305	5	480	314	9	86	107
42205	大村市	3	225	141	2	200	133	2	16	18
42207	平戸市	4	200	143	3	198	124	1	13	33
42208	松浦市	3	180	101	1	80	58	4	67	83
42209	対馬市	5	230	163	1	80	55	-	-	-
42210	壱岐市	2	160	105	2	166	131	2	26	39
42211	五島市	6	296	199	3	200	134	-	-	-
42212	西海市	4	227	161	2	130	72	1	53	45
42213	雲仙市	2	110	80	2	161	100	2	52	52
42214	南島原市	6	348	226	4	257	154	2	54	32
42307	長与町	2	100	72	-	-	-	-	-	-
42308	時津町	1	30	21	1	100	69	1	6	19
42321	東彼杵町	1	50	35	1	100	66	1	6	8
42322	川棚町	1	60	78	-	-	-	-	-	-
42323	波佐見町	1	31	20	-	-	-	1	8	26
42383	小値賀町	1	40	28	-	-	-	-	-	-
42391	佐々町	1	50	41	1	80	50	-	-	-
42411	新上五島町　	5	195	150	1	80	50	-	-	-
43000	熊本県	132	7230	5174	90	6137	4022	76	2396	1990
43100	熊本市	29	1687	1246	27	1948	1309	22	926	668
43101	中央区	3	146	78	6	438	301	5	181	133
43102	東区　	6	374	310	4	311	229	3	166	126
43103	西区　	5	262	190	5	245	155	4	86	83
43104	南区　	8	437	342	5	384	236	3	215	137
43105	北区　	7	468	326	7	570	388	7	278	190
43202	八代市	11	530	366	8	500	351	5	152	143
43203	人吉市	3	147	116	3	194	139	6	195	169
43204	荒尾市	3	162	104	3	179	116	4	126	102
43205	水俣市	2	120	95	2	170	102	3	106	93
43206	玉名市	6	290	234	4	296	176	1	111	82
43208	山鹿市	7	379	262	3	256	160	-	-	-
43210	菊池市	4	220	131	1	70	41	4	93	90
43211	宇土市	1	110	71	2	60	52	-	-	-
43212	上天草市	4	190	126	3	190	135	1	12	11
43213	宇城市	5	400	305	2	183	85	1	19	12
43214	阿蘇市	2	130	66	2	205	137	3	57	40
43215	天草市	11	625	405	6	328	202	8	163	129
43216	合志市	3	170	117	3	225	136	1	11	11
43348	美里町	4	120	89	1	65	38	2	74	69
43364	玉東町	1	60	56	-	-	-	-	-	-
43367	南関町	1	30	23	-	-	-	-	-	-
43368	長洲町	1	50	30	1	78	57	2	63	46
43369	和水町	2	160	82	1	78	51	1	12	28
43403	大津町	1	110	64	1	86	46	1	20	25
43404	菊陽町	1	50	36	1	85	55	2	109	76
43423	南小国町	1	50	24	-	-	-	1	7	16
43424	小国町	-	-	-	1	50	28	-	-	-
43425	産山村	-	-	-	-	-	-	-	-	-
43428	高森町	1	80	46	-	-	-	-	-	-
43432	西原村	1	40	23	-	-	-	-	-	-
43433	南阿蘇村	2	70	61	1	50	37	1	12	56
43441	御船町	1	50	36	1	54	37	-	-	-
43442	嘉島町	1	50	41	-	-	-	1	24	23
43443	益城町	4	240	242	2	120	82	1	8	26
43444	甲佐町	1	40	37	1	50	37	2	50	41
43447	山都町	2	150	102	2	120	80	2	31	23
43468	氷川町	3	130	99	1	75	61	-	-	-
43482	芦北町	2	135	75	1	80	41	1	15	10
43484	津奈木町	1	45	28	-	-	-	-	-	-
43501	錦町　	1	50	40	1	18	16	-	-	-
43505	多良木町	2	60	74	1	90	66	-	-	-
43506	湯前町	1	90	50	-	-	-	-	-	-
43507	水上村	1	30	33	-	-	-	-	-	-
43510	相良村	1	40	29	1	60	37	-	-	-
43511	五木村	-	-	-	-	-	-	-	-	-
43512	山江村	-	-	-	1	60	41	-	-	-
43513	球磨村	-	-	-	-	-	-	-	-	-
43514	あさぎり町　	3	110	88	-	-	-	-	-	-
43531	苓北町	1	30	20	2	114	73	-	-	-
44000	大分県	77	4600	3340	69	4503	2817	54	715	641
44201	大分市	15	1043	717	19	1235	773	12	80	68
44202	別府市	9	470	379	5	350	208	17	264	233
44203	中津市	6	330	272	4	302	176	3	41	52
44204	日田市	8	385	291	2	215	140	3	32	27
44205	佐伯市	7	346	246	3	290	169	-	-	-
44206	臼杵市	3	188	115	3	236	132	3	51	22
44207	津久見市	2	120	73	2	100	77	-	-	-
44208	竹田市	3	181	135	2	153	87	1	30	31
44209	豊後高田市　	2	130	88	2	179	117	1	30	26
44210	杵築市	5	266	171	2	100	66	2	43	51
44211	宇佐市	4	260	194	3	228	146	5	83	56
44212	豊後大野市　	2	200	146	10	338	215	1	12	21
44213	由布市	3	215	174	3	200	116	2	9	25
44214	国東市	4	234	184	4	192	125	2	22	24
44322	姫島村	-	-	-	-	-	-	1	6	4
44341	日出町	1	76	47	3	191	158	-	-	-
44461	九重町	1	50	30	1	114	59	-	-	-
44462	玖珠町	2	106	78	1	80	52	1	12	2
45000	宮崎県	87	5161	3753	39	2914	2033	34	895	851
45201	宮崎市	22	1392	1055	9	742	568	12	302	253
45202	都城市	14	861	628	4	320	183	3	35	35
45203	延岡市	10	605	437	7	535	366	3	96	191
45204	日南市	4	299	209	3	205	118	2	136	114
45205	小林市	5	225	182	4	200	169	3	104	83
45206	日向市	4	235	177	2	126	77	1	50	32
45207	串間市	3	164	110	1	92	47	1	48	30
45208	西都市	4	210	155	2	160	124	1	5	4
45209	えびの市	2	130	101	1	80	70	2	42	21
45341	三股町	-	-	-	2	143	92	1	7	15
45361	高原町	1	50	26	-	-	-	1	10	8
45382	国富町	1	60	49	1	84	72	2	36	36
45383	綾町　	1	70	50	-	-	-	-	-	-
45401	高鍋町	1	80	52	1	82	49	-	-	-
45402	新富町	2	84	51	1	65	39	-	-	-
45403	西米良村	1	30	26	-	-	-	1	6	16
45404	木城町	-	-	-	-	-	-	-	-	-
45405	川南町	2	133	82	-	-	-	-	-	-
45406	都農町	1	50	42	-	-	-	-	-	-
45421	門川町	1	80	46	-	-	-	-	-	-
45429	諸塚村	1	39	30	-	-	-	-	-	-
45430	椎葉村	1	50	31	-	-	-	-	-	-
45431	美郷町	3	144	94	-	-	-	-	-	-
45441	高千穂町	1	80	51	1	80	59	-	-	-
45442	日之影町	1	45	35	-	-	-	-	-	-
45443	五ケ瀬町	1	45	32	-	-	-	1	18	14
46000	鹿児島県	148	8833	6433	81	5747	3659	54	1106	1110
46201	鹿児島市	35	2062	1593	17	1171	760	17	358	326
46203	鹿屋市	7	490	387	4	230	156	1	30	48
46204	枕崎市	2	120	85	1	70	47	1	1	3
46206	阿久根市	1	65	39	3	186	114	-	-	-
46208	出水市	5	325	196	3	193	111	2	56	51
46210	指宿市	2	138	65	3	285	158	2	35	54
46213	西之表市	2	130	82	1	99	57	-	-	-
46214	垂水市	2	70	52	2	184	98	1	6	7
46215	薩摩川内市　	16	750	559	7	424	269	4	68	94
46216	日置市	5	340	227	2	170	107	1	60	46
46217	曽於市	6	294	247	3	199	148	2	84	49
46218	霧島市	9	550	430	5	305	207	5	82	101
46219	いちき串木野	2	138	110	4	238	150	2	26	41
46220	南さつま市　	5	320	245	2	150	109	2	9	8
46221	志布志市	3	196	136	3	171	126	1	40	30
46222	奄美市	3	150	133	2	170	158	-	-	-
46223	南九州市	5	290	197	2	154	97	2	30	43
46224	伊佐市	2	210	123	1	150	79	2	40	39
46225	姶良市	4	390	248	4	312	189	3	106	84
46303	三島村	-	-	-	-	-	-	-	-	-
46304	十島村	-	-	-	-	-	-	-	-	-
46392	さつま町	3	210	155	2	156	92	2	18	35
46404	長島町	2	100	66	-	-	-	-	-	-
46452	湧水町	1	50	30	2	119	62	2	18	20
46468	大崎町	1	60	49	1	100	53	-	-	-
46482	東串良町	2	70	65	-	-	-	-	-	-
46490	錦江町	2	125	95	1	75	49	-	-	-
46491	南大隅町	2	110	63	-	-	-	-	-	-
46492	肝付町	1	60	37	1	80	38	-	-	-
46501	中種子町	1	80	56	-	-	-	-	-	-
46502	南種子町	1	50	32	-	-	-	-	-	-
46505	屋久島町	2	140	91	-	-	-	-	-	-
46523	大和村	1	50	37	-	-	-	-	-	-
46524	宇検村	1	50	37	-	-	-	-	-	-
46525	瀬戸内町	2	100	69	1	60	35	-	-	-
46527	龍郷町	2	100	84	-	-	-	-	-	-
46529	喜界町	1	80	51	-	-	-	1	18	15
46530	徳之島町	2	110	84	1	29	26	-	-	-
46531	天城町	1	50	37	1	100	56	-	-	-
46532	伊仙町	1	50	43	-	-	-	-	-	-
46533	和泊町	1	55	36	1	67	55	-	-	-
46534	知名町	1	50	36	-	-	-	1	21	19
46535	与論町	1	55	28	1	100	54	-	-	-
47000	沖縄県	51	3769	2615	40	3706	2303	13	473	363
47201	那覇市	4	380	245	6	482	296	4	45	54
47205	宜野湾市	3	240	108	1	120	78	1	8	6
47207	石垣市	1	50	40	2	160	103	-	-	-
47208	浦添市	1	110	100	3	230	187	-	-	-
47209	名護市	2	190	130	2	180	113	1	28	26
47210	糸満市	2	180	79	1	100	56	-	-	-
47211	沖縄市	3	240	170	1	120	52	1	30	23
47212	豊見城市	2	170	122	5	456	293	-	-	-
47213	うるま市	4	340	224	2	240	137	-	-	-
47214	宮古島市	5	210	135	2	180	103	2	101	72
47215	南城市	3	280	211	2	178	104	-	-	-
47301	国頭村	1	90	58	-	-	-	-	-	-
47302	大宜味村	1	50	41	-	-	-	-	-	-
47303	東村　	-	-	-	-	-	-	-	-	-
47306	今帰仁村	1	70	55	1	100	62	1	60	36
47308	本部町	1	70	55	1	70	43	-	-	-
47311	恩納村	1	100	86	-	-	-	-	-	-
47313	宜野座村	1	105	65	-	-	-	-	-	-
47314	金武町	1	70	48	1	100	45	-	-	-
47315	伊江村	1	30	30	-	-	-	-	-	-
47324	読谷村	1	100	70	-	-	-	-	-	-
47325	嘉手納町	-	-	-	-	-	-	1	98	66
47326	北谷町	1	70	53	1	100	77	-	-	-
47327	北中城村	1	70	50	1	100	64	2	103	80
47328	中城村	1	70	58	2	200	132	-	-	-
47329	西原町	1	70	58	2	200	129	-	-	-
47348	与那原町	1	70	46	1	75	43	-	-	-
47350	南風原町	1	70	50	2	215	128	-	-	-
47353	渡嘉敷村	-	-	-	-	-	-	-	-	-
47354	座間味村	-	-	-	-	-	-	-	-	-
47355	粟国村	1	30	30	-	-	-	-	-	-
47356	渡名喜村	-	-	-	-	-	-	-	-	-
47357	南大東村	-	-	-	-	-	-	-	-	-
47358	北大東村	-	-	-	-	-	-	-	-	-
47359	伊平屋村	-	-	-	-	-	-	-	-	-
47360	伊是名村	1	30	26	-	-	-	-	-	-
47361	久米島町	1	30	36	-	-	-	-	-	-
47362	八重瀬町	2	154	107	1	100	60	-	-	-
47375	多良間村	-	-	-	-	-	-	-	-	-
47381	竹富町	1	30	31	-	-	-	-	-	-
47382	与那国町	-	-	-	-	-	-	-	-	-
