地域標準コード	市区町村名	介護老人福祉施設（施設数）	介護老人福祉施設（定員）	介護老人福祉施設（常勤換算従事者数）	介護老人保健施設（施設数）	介護老人保健施設（定員）	介護老人保健施設（常勤換算従事者数）	介護療養型医療施設（施設数）	介護療養型医療施設（病床数）	介護療養型医療施設（常勤換算従事者数）
10421	中之条町	2	150	103	1	50	34	1	47	23
10424	長野原町	1	80	62	-	-	-	-	-	-
10425	嬬恋村	1	70	57	-	-	-	-	-	-
10426	草津町	-	-	-	-	-	-	-	-	-
10428	高山村	-	-	-	1	80	53	-	-	-
10429	東吾妻町	1	50	28	-	-	-	-	-	-
10443	片品村	1	50	45	-	-	-	-	-	-
10444	川場村	1	80	53	1	87	48	-	-	-
10448	昭和村	1	70	62	-	-	-	-	-	-
10449	みなかみ町　　	2	140	93	2	80	44	-	-	-
10464	玉村町	2	120	77	-	-	-	-	-	-
10521	板倉町	1	60	46	-	-	-	-	-	-
10522	明和町	1	50	48	-	-	-	-	-	-
10523	千代田町	2	100	81	-	-	-	-	-	-
10524	大泉町	-	-	-	1	70	44	-	-	-
10525	邑楽町	1	50	32	1	70	34	-	-	-
11000	埼玉県	277	23076	13930	147	14879	9218	24	1961	1305
11100	さいたま市　　	41	3763	2123	23	2487	1439	3	316	186
11101	西区　	6	573	338	6	685	400	-	-	-
11102	北区　	4	480	280	3	350	199	-	-	-
11103	大宮区	1	50	23	-	-	-	-	-	-
11104	見沼区	9	873	509	6	600	358	1	172	108
11105	中央区	2	150	107	-	-	-	-	-	-
11106	桜区　	2	160	70	2	250	152	1	60	32
11107	浦和区	1	120	61	1	100	50	-	-	-
11108	南区　	2	130	76	-	-	-	-	-	-
11109	緑区　	5	421	227	3	350	197	-	-	-
11110	岩槻区	9	806	432	2	152	84	1	84	46
11201	川越市	11	948	595	7	600	360	1	61	53
11202	熊谷市	12	918	552	5	500	301	1	16	28
11203	川口市	21	1954	1267	8	781	511	3	205	124
11206	行田市	3	290	222	2	160	115	-	-	-
11207	秩父市	5	360	236	2	200	119	1	21	34
11208	所沢市	12	808	483	7	670	463	2	236	137
11209	飯能市	4	280	182	3	207	123	2	350	197
11210	加須市	8	530	321	3	287	143	1	46	27
11211	本庄市	4	305	160	2	214	114	-	-	-
11212	東松山市	2	190	109	2	184	120	-	-	-
11214	春日部市	10	813	472	5	428	358	2	180	136
11215	狭山市	6	437	269	4	474	435	1	50	35
11216	羽生市	3	218	136	2	200	101	-	-	-
11217	鴻巣市	7	565	406	3	310	174	-	-	-
11218	深谷市	8	544	301	2	220	127	-	-	-
11219	上尾市	8	685	414	4	550	328	-	-	-
11221	草加市	5	410	296	2	192	104	-	-	-
11222	越谷市	8	709	450	3	325	225	-	-	-
11223	蕨市　	2	114	60	1	150	94	1	43	35
11224	戸田市	4	282	177	1	60	38	-	-	-
11225	入間市	4	360	230	3	270	164	-	-	-
11227	朝霞市	4	320	188	3	375	203	-	-	-
11228	志木市	2	170	103	1	120	75	-	-	-
11229	和光市	1	60	33	1	99	54	1	72	22
11230	新座市	4	451	286	2	244	145	-	-	-
11231	桶川市	3	223	137	1	100	66	-	-	-
11232	久喜市	6	561	350	4	331	184	-	-	-
11233	北本市	5	356	212	1	97	48	-	-	-
11234	八潮市	2	180	130	1	150	112	1	96	80
11235	富士見市	4	389	214	2	200	112	-	-	-
11237	三郷市	4	285	153	1	150	105	-	-	-
11238	蓮田市	2	264	170	2	200	131	-	-	-
11239	坂戸市	2	171	105	3	300	196	-	-	-
11240	幸手市	2	136	81	1	92	45	-	-	-
11241	鶴ケ島市	1	80	40	1	107	64	-	-	-
11242	日高市	2	275	160	2	215	112	-	-	-
11243	吉川市	2	190	82	1	100	57	-	-	-
11245	ふじみ野市　　	4	345	185	5	530	331	-	-	-
11246	白岡市	3	250	139	1	95	62	-	-	-
11301	伊奈町	1	120	84	1	150	84	-	-	-
11324	三芳町	4	288	201	3	330	223	-	-	-
11326	毛呂山町	2	240	138	1	100	55	-	-	-
11327	越生町	1	70	34	-	-	-	-	-	-
11341	滑川町	1	80	47	1	100	70	-	-	-
11342	嵐山町	2	160	77	-	-	-	-	-	-
11343	小川町	2	130	66	-	-	-	-	-	-
11346	川島町	2	130	81	1	100	63	1	86	71
11347	吉見町	1	80	52	1	50	26	-	-	-
11348	鳩山町	-	-	-	-	-	-	-	-	-
11349	ときがわ町　　	2	164	103	-	-	-	-	-	-
11361	横瀬町	1	90	61	1	100	46	-	-	-
11362	皆野町	1	78	46	-	-	-	-	-	-
11363	長瀞町	1	79	35	1	81	63	-	-	-
11365	小鹿野町	2	155	111	-	-	-	1	20	30
11369	東秩父村	-	-	-	1	100	71	-	-	-
11381	美里町	1	80	40	-	-	-	-	-	-
11383	神川町	2	130	75	1	60	36	-	-	-
11385	上里町	3	240	124	1	80	50	-	-	-
11408	寄居町	2	149	85	2	196	123	-	-	-
11442	宮代町	2	200	117	2	160	93	-	-	-
11464	杉戸町	2	150	90	1	98	48	-	-	-
11465	松伏町	1	74	32	2	200	112	2	163	108
12000	千葉県	257	17557	11505	135	13070	7922	26	1486	1140
12100	千葉市	32	2372	1505	21	1988	1181	4	208	153
12101	中央区	6	402	289	3	308	180	1	42	25
12102	花見川区	5	380	245	5	442	261	-	-	-
12103	稲毛区	3	250	135	3	300	150	1	59	46
12104	若葉区	10	710	433	4	360	226	1	100	70
12105	緑区　	7	580	374	5	458	285	-	-	-
12106	美浜区	1	50	29	1	120	79	1	7	12
12202	銚子市	4	310	171	3	280	158	-	-	-
12203	市川市	10	802	602	8	900	563	1	120	74
12204	船橋市	17	1369	855	13	1195	709	-	-	-
12205	館山市	4	230	134	3	289	232	2	31	83
12206	木更津市	7	507	327	2	270	141	-	-	-
12207	松戸市	14	956	634	9	796	495	1	114	55
12208	野田市	8	568	350	2	200	134	1	52	30
12210	茂原市	5	274	208	2	210	128	-	-	-
12211	成田市	8	445	316	3	276	132	1	60	34
12212	佐倉市	7	580	370	4	376	240	-	-	-
12213	東金市	4	250	168	1	115	84	2	30	40
12215	旭市　	6	398	227	2	180	111	-	-	-
12216	習志野市	4	380	264	2	229	141	-	-	-
12217	柏市　	13	1019	736	7	720	413	-	-	-
12218	勝浦市	4	220	139	1	100	77	-	-	-
12219	市原市	13	698	518	8	692	414	1	11	-
12220	流山市	7	518	332	2	252	184	-	-	-
12221	八千代市	7	431	275	2	200	116	-	-	-
12222	我孫子市	5	360	223	4	445	285	-	-	-
12223	鴨川市	2	168	117	1	100	75	4	206	200
12224	鎌ケ谷市	5	320	222	2	260	126	1	380	234
12225	君津市	3	292	172	2	200	103	3	158	101
12226	富津市	7	300	234	1	100	60	-	-	-
12227	浦安市	1	100	65	-	-	-	-	-	-
12228	四街道市	4	230	162	2	209	123	-	-	-
12229	袖ケ浦市	4	215	137	2	190	105	-	-	-
12230	八街市	3	168	95	-	-	-	1	17	46
12231	印西市	4	322	202	2	105	74	-	-	-
12232	白井市	1	80	63	1	125	79	-	-	-
12233	富里市	1	80	45	1	100	69	-	-	-
12234	南房総市	7	381	225	3	288	185	-	-	-
12235	匝瑳市	2	120	77	2	180	104	1	6	12
12236	香取市	4	300	186	3	280	186	-	-	-
12237	山武市	4	294	162	3	240	156	-	-	-
12238	いすみ市	3	200	121	2	200	128	-	-	-
12239	大網白里市　　	1	58	35	1	100	60	-	-	-
12322	酒々井町	2	110	64	-	-	-	-	-	-
12329	栄町　	-	-	-	1	80	38	-	-	-
12342	神崎町	1	70	57	-	-	-	-	-	-
12347	多古町	1	80	42	-	-	-	1	30	26
12349	東庄町	1	50	35	1	80	39	1	43	22
12403	九十九里町　　	1	50	23	-	-	-	-	-	-
12409	芝山町	2	84	60	1	100	51	-	-	-
12410	横芝光町	4	234	173	-	-	-	-	-	-
12421	一宮町	-	-	-	-	-	-	-	-	-
12422	睦沢町	1	54	33	1	100	52	-	-	-
12423	長生村	2	100	70	-	-	-	-	-	-
12424	白子町	1	50	23	-	-	-	-	-	-
12426	長柄町	1	50	46	2	198	112	-	-	-
12427	長南町	2	100	66	-	-	-	-	-	-
12441	大多喜町	1	80	48	2	122	64	1	20	31
12443	御宿町	1	50	33	-	-	-	-	-	-
12463	鋸南町	1	80	60	-	-	-	-	-	-
13000	東京都	403	37075	23329	162	17637	10716	64	5270	3635
13101	千代田区	1	82	53	-	-	-	-	-	-
13102	中央区	4	245	175	1	100	48	1	52	35
13103	港区　	7	621	469	3	250	162	-	-	-
13104	新宿区	6	451	320	3	350	257	-	-	-
13105	文京区	4	319	209	2	189	122	1	27	25
13106	台東区	6	423	286	2	250	139	-	-	-
13107	墨田区	6	418	254	4	507	280	-	-	-
13108	江東区	13	1194	718	7	808	488	1	60	34
13109	品川区	8	653	368	1	100	68	1	252	157
13110	目黒区	5	409	270	1	100	61	1	40	51
13111	大田区	13	1464	778	6	570	353	2	66	49
13112	世田谷区	15	1173	813	5	509	322	2	141	100
13113	渋谷区	7	607	461	2	200	122	2	213	142
13114	中野区	9	680	428	1	100	62	2	195	123
13115	杉並区	10	1044	690	1	100	48	1	86	61
13116	豊島区	5	364	224	2	206	126	1	85	60
13117	北区　	10	974	606	5	461	264	1	20	21
13118	荒川区	7	568	385	3	405	219	2	73	47
13119	板橋区	12	1196	748	9	1129	698	5	432	326
13120	練馬区	22	1524	1040	6	663	392	4	303	197
13121	足立区	15	1679	1084	10	1241	706	3	189	105
13122	葛飾区	16	1569	918	6	693	448	3	80	78
13123	江戸川区	14	1170	752	8	767	493	2	126	79
13201	八王子市	24	2375	1402	7	827	495	4	746	515
13202	立川市	6	664	426	3	381	217	-	-	-
13203	武蔵野市	5	282	209	3	168	118	2	36	43
13204	三鷹市	4	337	212	4	371	236	1	129	78
13205	青梅市	23	2388	1432	3	355	223	4	649	395
13206	府中市	7	566	343	3	306	197	1	34	36
13207	昭島市	3	310	174	3	396	235	-	-	-
13208	調布市	5	369	279	4	375	208	-	-	-
13209	町田市	17	1664	1047	6	720	404	1	222	142
13210	小金井市	1	93	58	1	100	46	1	22	18
13211	小平市	6	583	365	2	250	143	2	85	54
13212	日野市	4	365	203	5	549	307	-	-	-
13213	東村山市	7	855	563	5	474	289	1	114	76
13214	国分寺市	4	323	227	2	132	79	-	-	-
13215	国立市	2	145	81	2	212	177	1	8	14
13218	福生市	4	449	274	1	100	77	1	48	42
13219	狛江市	2	134	82	-	-	-	1	136	83
13220	東大和市	4	326	185	1	100	80	-	-	-
13221	清瀬市	4	332	194	2	190	132	3	177	119
13222	東久留米市　　	4	369	223	1	150	87	-	-	-
13223	武蔵村山市　　	4	348	208	1	148	89	1	60	35
13224	多摩市	4	465	300	2	250	182	1	98	59
13225	稲城市	3	334	216	1	195	138	-	-	-
13227	羽村市	3	388	223	-	-	-	-	-	-
13228	あきる野市　　	12	1200	728	2	151	86	1	52	71
13229	西東京市	7	470	321	4	430	240	1	63	75
13303	瑞穂町	3	360	221	3	259	159	-	-	-
13305	日の出町	7	845	527	3	350	199	2	151	95
13307	檜原村	2	200	117	-	-	-	-	-	-
13308	奥多摩町	4	475	271	-	-	-	-	-	-
13361	大島町	1	100	68	-	-	-	-	-	-
13362	利島村	-	-	-	-	-	-	-	-	-
13363	新島村	-	-	-	-	-	-	-	-	-
13364	神津島村	1	34	27	-	-	-	-	-	-
13381	三宅村	-	-	-	-	-	-	-	-	-
13382	御蔵島村	-	-	-	-	-	-	-	-	-
13401	八丈町	1	100	79	-	-	-	-	-	-
13402	青ケ島村	-	-	-	-	-	-	-	-	-
13421	小笠原村	-	-	-	-	-	-	-	-	-
14000	神奈川県	310	27366	17370	164	17532	10419	35	2165	1440
14100	横浜市	129	12894	8092	74	8635	5196	10	470	334
14101	鶴見区	3	270	186	1	50	30	-	-	-
14102	神奈川区	6	714	465	4	543	303	1	24	22
14103	西区　	3	236	146	1	150	106	-	-	-
14104	中区　	2	114	91	1	88	54	-	-	-
14105	南区　	7	541	334	1	130	82	-	-	-
14106	保土ヶ谷区　　	10	949	598	4	462	223	-	-	-
14107	磯子区	4	471	312	4	450	279	-	-	-
14108	金沢区	5	464	285	4	582	346	1	17	13
14109	港北区	8	926	541	5	592	412	1	12	8
14110	戸塚区	8	820	502	9	1051	630	-	-	-
14111	港南区	5	514	290	2	300	154	1	2	7
14112	旭区　	17	1551	993	9	1023	624	2	81	53
14113	緑区　	9	1149	711	5	540	341	2	232	174
14114	瀬谷区	6	571	360	3	312	193	1	24	15
14115	栄区　	5	607	376	4	430	231	-	-	-
14116	泉区　	15	1392	900	4	392	250	1	78	42
14117	青葉区	10	1080	698	6	671	439	-	-	-
14118	都筑区	6	525	303	7	869	498	-	-	-
14130	川崎市	35	2661	1468	17	1905	1154	4	303	219
14131	川崎区	2	134	61	2	150	95	1	48	28
14132	幸区　	5	380	243	2	222	149	-	-	-
14133	中原区	5	458	219	1	150	84	-	-	-
14134	高津区	3	214	106	4	415	237	-	-	-
14135	多摩区	9	645	389	3	332	212	-	-	-
14136	宮前区	6	402	228	2	306	200	1	32	23
14137	麻生区	5	428	222	3	330	177	2	223	168
14150	相模原市	28	2169	1505	10	1031	650	7	677	352
14151	緑区　	9	606	381	4	450	309	-	-	-
14152	中央区	6	374	273	4	390	226	2	133	80
14153	南区　	13	1189	851	2	191	115	5	544	272
14201	横須賀市	19	1941	1228	8	892	518	1	36	27
14203	平塚市	7	588	437	4	344	212	4	203	160
14204	鎌倉市	9	663	460	4	340	186	1	26	55
14205	藤沢市	12	950	625	6	600	322	1	60	34
14206	小田原市	7	688	418	5	460	291	1	12	21
14207	茅ヶ崎市	8	560	413	4	436	223	1	60	31
14208	逗子市	2	168	88	2	175	87	-	-	-
14210	三浦市	2	134	87	2	160	106	-	-	-
14211	秦野市	5	453	275	4	360	199	1	120	79
14212	厚木市	5	367	249	3	340	200	-	-	-
14213	大和市	7	540	380	5	517	302	-	-	-
14214	伊勢原市	4	318	220	1	100	49	-	-	-
14215	海老名市	6	363	238	2	185	113	-	-	-
14216	座間市	4	300	187	2	121	62	1	44	27
14217	南足柄市	1	100	55	1	82	51	-	-	-
14218	綾瀬市	2	144	79	1	87	53	-	-	-
14301	葉山町	2	160	104	2	70	47	-	-	-
14321	寒川町	2	114	80	1	90	36	-	-	-
14341	大磯町	2	150	98	1	100	56	-	-	-
14342	二宮町	1	98	65	-	-	-	-	-	-
14361	中井町	1	100	63	1	136	91	-	-	-
14362	大井町	1	50	34	-	-	-	-	-	-
14363	松田町	1	70	53	-	-	-	-	-	-
14364	山北町	1	83	45	-	-	-	-	-	-
14366	開成町	-	-	-	1	100	54	-	-	-
14382	箱根町	2	166	100	1	100	49	1	40	35
14383	真鶴町	-	-	-	-	-	-	-	-	-
14384	湯河原町	2	180	107	1	100	72	2	114	66
14401	愛川町	3	194	119	1	66	41	-	-	-
14402	清川村	-	-	-	-	-	-	-	-	-
15000	新潟県	168	12378	8061	101	10120	5879	26	1675	1137
15100	新潟市	48	3500	2127	35	3612	1945	6	521	317
15101	北区　	5	380	250	3	272	160	-	-	-
15102	東区　	9	580	362	3	296	170	1	27	22
15103	中央区	6	430	254	8	770	421	1	173	88
15104	江南区	6	530	260	4	517	262	-	-	-
15105	秋葉区	6	430	281	3	280	153	-	-	-
15106	南区　	2	150	84	3	341	183	-	-	-
15107	西区　	9	700	421	7	698	365	2	166	94
15108	西蒲区	5	300	215	4	438	231	2	155	113
15202	長岡市	16	1210	809	9	1069	734	5	396	251
15204	三条市	5	390	240	5	490	268	2	108	89
15205	柏崎市	6	475	345	3	330	187	-	-	-
15206	新発田市	8	621	368	3	275	150	2	216	136
15208	小千谷市	2	140	95	2	200	128	1	60	48
15209	加茂市	3	180	136	1	100	51	-	-	-
15210	十日町市	7	422	272	3	300	162	1	60	43
15211	見附市	4	240	165	1	89	51	-	-	-
15212	村上市	5	370	215	3	270	143	3	177	143
15213	燕市　	6	459	346	3	292	195	1	13	9
15216	糸魚川市	4	320	265	3	295	166	-	-	-
15217	妙高市	3	280	162	2	180	84	-	-	-
15218	五泉市	4	340	232	1	90	55	1	40	24
15222	上越市	16	1273	896	10	917	584	-	-	-
15223	阿賀野市	4	275	160	2	146	85	1	42	20
15224	佐渡市	7	594	395	4	320	187	-	-	-
15225	魚沼市	5	290	193	1	93	62	-	-	-
15226	南魚沼市	5	386	258	1	200	119	2	16	29
15227	胎内市	1	50	34	3	293	175	-	-	-
15307	聖籠町	1	50	27	1	119	76	-	-	-
15342	弥彦村	1	70	55	-	-	-	-	-	-
15361	田上町	1	50	27	2	100	76	-	-	-
15385	阿賀町	2	100	58	1	150	66	-	-	-
15405	出雲崎町	1	100	61	-	-	-	-	-	-
15461	湯沢町	1	56	28	-	-	-	1	26	29
15482	津南町	1	87	68	1	110	84	-	-	-
15504	刈羽村	-	-	-	-	-	-	-	-	-
15581	関川村	1	50	25	1	80	47	-	-	-
15586	粟島浦村	-	-	-	-	-	-	-	-	-
16000	富山県	62	4943	3373	42	3755	2420	35	1959	1564
16201	富山市	22	1766	1184	15	1491	908	14	927	723
16202	高岡市	12	854	586	6	560	464	7	312	232
16204	魚津市	2	172	118	4	164	109	3	189	127
16205	氷見市	5	332	225	1	100	62	-	-	-
16206	滑川市	1	80	44	1	150	96	1	28	35
16207	黒部市	3	180	125	1	50	34	2	115	74
16208	砺波市	2	167	98	2	180	105	4	202	174
16209	小矢部市	1	80	62	2	180	117	1	40	33
16210	南砺市	4	402	303	3	240	143	1	28	73
16211	射水市	4	340	278	3	230	157	1	99	63
16321	舟橋村	1	80	50	-	-	-	-	-	-
16322	上市町	1	80	50	1	130	74	-	-	-
16323	立山町	1	80	48	1	70	38	-	-	-
16342	入善町	2	180	112	1	150	78	1	19	31
16343	朝日町	1	150	91	1	60	35	-	-	-
17000	石川県	65	5595	3398	41	3893	2256	24	967	720
17201	金沢市	17	1646	867	11	1309	754	9	389	236
17202	七尾市	6	420	272	4	329	202	4	147	146
17203	小松市	7	650	430	4	363	196	1	15	29
17204	輪島市	4	325	222	1	104	65	-	-	-
17205	珠洲市	1	100	56	1	100	57	1	8	17
17206	加賀市	5	352	228	6	569	340	-	-	-
17207	羽咋市	2	170	106	1	100	43	-	-	-
17209	かほく市	2	180	121	-	-	-	2	116	73
17210	白山市	6	480	335	2	187	114	-	-	-
17211	能美市	2	180	100	2	104	63	2	72	63
17212	野々市市	1	70	45	2	200	102	-	-	-
17324	川北町	-	-	-	1	29	21	-	-	-
17361	津幡町	2	160	86	1	50	46	-	-	-
17365	内灘町	1	97	66	1	100	58	1	20	25
17384	志賀町	2	150	96	1	50	26	2	36	46
17386	宝達志水町　　	2	175	108	-	-	-	1	20	10
17407	中能登町	1	90	56	1	100	52	-	-	-
17461	穴水町	1	90	49	2	199	116	-	-	-
17463	能登町	3	260	155	-	-	-	1	144	75
18000	福井県	61	4379	2893	34	2927	1759	20	479	425
18201	福井市	21	1502	992	9	957	574	9	195	200
18202	敦賀市	4	287	199	4	295	168	1	60	47
18204	小浜市	3	190	122	1	100	58	1	44	26
18205	大野市	2	220	141	2	123	63	-	-	-
18206	勝山市	2	190	125	2	180	115	1	40	27
18207	鯖江市	3	215	144	3	302	182	-	-	-
18208	あわら市	2	160	88	2	109	80	-	-	-
18209	越前市	5	350	245	3	245	135	4	79	67
18210	坂井市	5	335	224	3	266	176	2	25	32
18322	永平寺町	3	240	178	-	-	-	-	-	-
18382	池田町	1	30	25	-	-	-	-	-	-
18404	南越前町	1	110	66	1	30	19	-	-	-
18423	越前町	4	250	158	1	100	44	1	12	11
18442	美浜町	1	80	47	-	-	-	-	-	-
18481	高浜町	1	80	56	1	70	49	-	-	-
18483	おおい町	1	60	27	1	50	27	-	-	-
18501	若狭町	2	80	57	1	100	70	1	24	16
19000	山梨県	46	2840	1745	30	2727	1461	7	227	209
19201	甲府市	9	576	341	5	481	267	1	60	40
19202	富士吉田市　　	3	190	119	1	100	52	1	33	22
19204	都留市	3	164	93	1	100	60	-	-	-
19205	山梨市	3	214	117	-	-	-	-	-	-
19206	大月市	2	104	60	1	100	51	-	-	-
19207	韮崎市	1	60	46	1	100	49	1	16	12
19208	南アルプス市　	3	190	136	1	100	57	-	-	-
19209	北杜市	3	252	129	3	260	147	1	24	35
19210	甲斐市	1	70	47	2	129	55	1	55	66
19211	笛吹市	1	50	33	3	320	170	1	18	11
19212	上野原市	2	134	74	1	90	51	-	-	-
19213	甲州市	3	182	140	2	190	99	-	-	-
19214	中央市	2	114	72	1	100	50	-	-	-
19346	市川三郷町　　	2	110	75	2	170	79	-	-	-
19364	早川町	-	-	-	-	-	-	-	-	-
19365	身延町	2	140	87	1	54	35	-	-	-
19366	南部町	2	80	52	-	-	-	-	-	-
19368	富士川町	1	30	26	1	100	52	-	-	-
19384	昭和町	1	70	32	2	153	93	-	-	-
19422	道志村	-	-	-	-	-	-	-	-	-
19423	西桂町	-	-	-	-	-	-	-	-	-
19424	忍野村	1	60	30	-	-	-	-	-	-
19425	山中湖村	-	-	-	1	90	51	-	-	-
19429	鳴沢村	1	50	37	-	-	-	-	-	-
19430	富士河口湖町　	-	-	-	1	90	44	1	21	24
19442	小菅村	-	-	-	-	-	-	-	-	-
19443	丹波山村	-	-	-	-	-	-	-	-	-
20000	長野県	136	9206	5920	92	7442	4489	40	1365	1161
20201	長野市	18	1228	768	12	1161	648	5	289	194
20202	松本市	8	636	404	9	690	463	3	123	103
20203	上田市	10	718	494	6	610	368	4	183	197
20204	岡谷市	2	172	111	2	170	106	1	31	34
20205	飯田市	7	410	325	4	329	203	2	130	92
20206	諏訪市	2	163	109	4	329	203	2	71	62
20207	須坂市	3	175	149	2	190	111	-	-	-
20208	小諸市	2	114	65	2	200	116	1	6	7
20209	伊那市	4	376	242	3	243	208	1	36	56
20210	駒ケ根市	3	237	152	3	165	117	-	-	-
20211	中野市	4	230	137	2	240	142	1	17	15
20212	大町市	1	76	47	1	50	18	-	-	-
20213	飯山市	1	60	39	1	100	43	-	-	-
20214	茅野市	3	216	151	2	150	98	2	29	19
20215	塩尻市	4	324	182	4	346	183	1	36	32
20217	佐久市	9	550	351	5	366	217	4	92	62
20218	千曲市	4	212	129	2	180	86	-	-	-
20219	東御市	2	106	98	1	90	47	1	6	11
20220	安曇野市	8	530	346	4	235	151	2	56	34
20303	小海町	1	50	25	1	80	44	-	-	-
20304	川上村	-	-	-	-	-	-	-	-	-
20305	南牧村	1	80	42	-	-	-	-	-	-
20306	南相木村	-	-	-	-	-	-	-	-	-
20307	北相木村	-	-	-	-	-	-	-	-	-
20309	佐久穂町	-	-	-	1	80	51	1	40	33
20321	軽井沢町	1	60	35	-	-	-	1	8	17
20323	御代田町	1	100	52	1	100	51	1	42	23
20324	立科町	1	66	38	-	-	-	-	-	-
20349	青木村	1	80	58	-	-	-	-	-	-
20350	長和町	-	-	-	1	70	40	-	-	-
20361	下諏訪町	2	104	66	2	109	59	-	-	-
20362	富士見町	2	160	89	2	84	69	-	-	-
20363	原村　	1	50	30	1	53	41	-	-	-
20382	辰野町	-	-	-	2	73	44	-	-	-
20383	箕輪町	1	74	52	1	70	40	-	-	-
20384	飯島町	1	58	36	-	-	-	-	-	-
20385	南箕輪村	1	64	39	-	-	-	-	-	-
20386	中川村	-	-	-	-	-	-	-	-	-
20388	宮田村	-	-	-	1	100	45	-	-	-
20402	松川町	1	50	47	-	-	-	1	40	19
20403	高森町	1	64	39	1	140	86	1	36	37
20404	阿南町	2	150	114	1	50	22	-	-	-
20407	阿智村	1	80	57	1	100	53	1	18	12
20409	平谷村	-	-	-	-	-	-	-	-	-
20410	根羽村	-	-	-	-	-	-	-	-	-
20411	下條村	1	60	41	-	-	-	-	-	-
20412	売木村	-	-	-	-	-	-	-	-	-
20413	天龍村	1	50	35	-	-	-	-	-	-
20414	泰阜村	-	-	-	-	-	-	-	-	-
20415	喬木村	1	50	36	-	-	-	-	-	-
20416	豊丘村	-	-	-	1	100	77	-	-	-
20417	大鹿村	-	-	-	-	-	-	-	-	-
20422	上松町	1	30	23	-	-	-	-	-	-
20423	南木曽町	1	74	41	-	-	-	-	-	-
20425	木祖村	1	62	31	-	-	-	-	-	-
20429	王滝村	-	-	-	-	-	-	-	-	-
20430	大桑村	-	-	-	-	-	-	-	-	-
20432	木曽町	3	124	78	1	50	27	1	24	28
20446	麻績村	1	108	51	-	-	-	-	-	-
20448	生坂村	-	-	-	-	-	-	-	-	-
20450	山形村	1	104	48	-	-	-	-	-	-
20451	朝日村	-	-	-	-	-	-	-	-	-
20452	筑北村	-	-	-	1	29	21	-	-	-
20481	池田町	2	169	83	-	-	-	-	-	-
20482	松川村	-	-	-	2	160	101	-	-	-
20485	白馬村	1	80	43	1	80	57	1	6	14
20486	小谷村	-	-	-	-	-	-	-	-	-
20521	坂城町	2	100	51	-	-	-	-	-	-
20541	小布施町	1	70	52	-	-	-	-	-	-
20543	高山村	1	50	33	1	70	37	-	-	-
20561	山ノ内町	1	70	43	-	-	-	-	-	-
20562	木島平村	-	-	-	-	-	-	-	-	-
20563	野沢温泉村　　	1	60	39	-	-	-	-	-	-
20583	信濃町	1	50	35	-	-	-	1	25	31
20588	小川村	-	-	-	-	-	-	-	-	-
20590	飯綱町	1	72	41	-	-	-	1	21	27
20602	栄村　	-	-	-	-	-	-	-	-	-
21000	岐阜県	105	8098	5240	64	5976	3419	23	602	608
21201	岐阜市	16	1329	781	14	1285	785	6	168	130
21202	大垣市	5	390	224	4	423	240	-	-	-
21203	高山市	5	360	229	5	500	250	1	60	66
21204	多治見市	7	570	344	2	200	126	1	18	14
21205	関市　	7	520	372	3	246	119	-	-	-
21206	中津川市	5	359	224	3	290	173	2	33	29
21207	美濃市	2	160	86	-	-	-	-	-	-
21208	瑞浪市	3	210	134	1	170	97	1	19	34
21209	羽島市	4	210	151	1	100	46	-	-	-
21210	恵那市	4	290	174	1	95	57	-	-	-
21211	美濃加茂市　　	-	-	-	3	294	185	-	-	-
21212	土岐市	2	200	117	2	200	103	1	5	6
21213	各務原市	5	426	252	3	333	171	2	59	45
21214	可児市	4	350	209	2	236	123	1	25	53
21215	山県市	1	90	52	1	100	64	-	-	-
21216	瑞穂市	2	162	106	1	108	74	-	-	-
21217	飛騨市	3	262	176	1	76	43	1	38	43
21218	本巣市	3	260	177	1	98	47	1	12	18
21219	郡上市	4	275	210	3	190	111	-	-	-
21220	下呂市	3	200	169	2	111	71	1	14	14
21221	海津市	2	150	91	1	100	60	-	-	-
21302	岐南町	1	90	69	-	-	-	-	-	-
21303	笠松町	1	80	53	2	201	112	1	95	57
21341	養老町	-	-	-	-	-	-	-	-	-
21361	垂井町	2	180	120	1	100	44	-	-	-
21362	関ケ原町	1	90	46	-	-	-	1	8	24
21381	神戸町	1	50	39	-	-	-	1	14	11
21382	輪之内町	-	-	-	-	-	-	-	-	-
21383	安八町	2	160	91	-	-	-	-	-	-
21401	揖斐川町	2	130	100	1	59	31	-	-	-
21403	大野町	2	100	71	2	167	101	-	-	-
21404	池田町	1	139	134	1	150	87	1	30	34
21421	北方町	-	-	-	-	-	-	-	-	-
21501	坂祝町	1	30	27	-	-	-	-	-	-
21502	富加町	-	-	-	1	100	60	-	-	-
21503	川辺町	1	60	46	-	-	-	-	-	-
21504	七宗町	-	-	-	-	-	-	-	-	-
21505	八百津町	1	70	41	1	29	24	-	-	-
21506	白川町	1	66	59	-	-	-	-	-	-
21507	東白川村	-	-	-	1	15	13	-	-	-
21521	御嵩町	1	80	66	-	-	-	1	4	31
21604	白川村	-	-	-	-	-	-	-	-	-
22000	静岡県	186	14148	9008	103	10781	6118	28	2336	1621
22100	静岡市	24	2470	1538	19	2037	1173	2	378	204
22101	葵区　	8	930	562	9	1006	542	1	180	93
22102	駿河区	7	676	430	5	531	307	1	198	111
22103	清水区	9	864	546	5	500	325	-	-	-
22130	浜松市	40	3281	2036	22	2629	1372	9	683	465
